Sector,Sub-Sector,Sub-Group,Scheme Status,Key Client,Project / Programme Name,Project or Programme,No of projects,Project Summary,ONS Region,Asset Ownership,Economically Regulated Asset,Funding Source,Start of Works / Construction (Projected),Date in Service (Projected),Total Capex Cost all funding (£m),Total Capex Cost Publicly Funded (£m),2017/18 (£m),2018/19 (£m),2019/20 (£m),2020/21 (£m), 2021/22 and Beyond (£m),Basis of Costs,Base Year,Data source (including web address),Public Notes, 2017/18 (£m constant), 2018/19 (£m constant), 2019/20 (£m constant), 2020/21 (£m constant), 2021/22 and Beyond (£m constant), 2018/19 to 2020/21 (£m constant), 2018/19 onwards (£m constant), East Midlands 2018/19 to 2020/21 (£m constant), East of England 2018/19 to 2020/21 (£m constant), London 2018/19 to 2020/21 (£m constant), North East 2018/19 to 2020/21 (£m constant), North West 2018/19 to 2020/21 (£m constant), South East 2018/19 to 2020/21 (£m constant), South West 2018/19 to 2020/21 (£m constant), West Midlands 2018/19 to 2020/21 (£m constant), Yorkshire and the Humber 2018/19 to 2020/21 (£m constant)
Transport,Airports,Airports,Active Programme,Heathrow Airport Holdings Limited group ,Heathrow Capital Investment Programme Q6,Programme,Multiple,Investment programme for Q6,London,Private,Yes,Private,2014,2019," 3,224.00 ", -   , 665.00 , 587.00 , -   , -   , -   ,Constant,2011/12,,, 733.37 , 647.35 , -   , -   , -   , 647.35 , 647.35 , -   , -   , 647.35 , -   , -   , -   , -   , -   , -   
Transport,Airports,Airports,Active Programme,Luton Airport Group,Luton Airport,Programme,Multiple,"Works to increase the annual passenger capacity from 12m to 18m by 2031, and includes an expanded and modernised terminal building and improved surface access with works including A larger, modernised terminal building to accommodate and equip: Up to 20 security passenger screening lanes, 15 immigration passenger screening lanes, Up to 8 international and 1 domestic passenger reclaim belts, Increased retail, catering, circulation and seating areas, A new two-storey pier, A newly configured road system in front of the Central Terminal Area, A new parallel taxiway to unlock capacity for an additional six million passengers a year from the existing runway and New car parking facilities including a new multi-storey car park.",East of England,Private,No,Private,2015/16,2022, 229.23 , -   , 37.30 , 17.77 , 15.58 , 13.37 , -   ,Nominal,,,, 37.30 , 17.50 , 15.11 , 12.75 , -   , 45.37 , 45.37 , -   , 45.37 , -   , -   , -   , -   , -   , -   , -   
Transport,Airports,Airports,Active Programme,Manchester Airports Group,Manchester Airport (Maintenance and Growth),Programme,Multiple,"Manchester Aiport Maintenance and Growth Investment (not including major Transformation Programme). Scheme types include upgrade of baggage systems, maintenance of airfield, other utilities renewals, car park development, vehicle and equipment refreshes, IT infrastructure development etc.",North West,Central Government/Private,No,Private,2015/16,Various, 420.00 , -   , 60.00 , 40.00 , 50.00 , 30.00 , 150.00 ,Nominal,,,, 60.00 , 39.40 , 48.49 , 28.62 , 137.50 , 116.51 , 254.01 , -   , -   , -   , -   , 116.51 , -   , -   , -   , -   
Transport,Airports,Airports,Active Programme,Manchester Airports Group,Manchester Airport (Transformation Programme),Programme,Multiple,"Manchester Transformation Programme. Scheme assumes extension and refurbishment of existing terminal 2, space, enhancement and layout change to the airfield, and a new large MSCP.  In addition Terminal 1 will be closed as it becomes a  life expired asset.",North West,Central Government/Private,No,Private,2017/18,Various," 1,090.00 ", -   , 150.00 , 270.00 , 210.00 , 170.00 , 290.00 ,Nominal,,,, 150.00 , 265.96 , 203.66 , 162.18 , 270.10 , 631.80 , 901.91 , -   , -   , -   , -   , 631.80 , -   , -   , -   , -   
Transport,Airports,Airports,Active Programme,Newcastle Airport Local Authority Holding Company ,Newcastle Airport ,Programme,Multiple,NIA is extending its terminal as part of a multimillion-pound investment to boost passenger facilities including an expanded imigration hall. Other improvements include a new radar system.,North East,Central Government/Private,No,Private,2017,Various, 53.61 , -   , 10.27 , 13.00 , 9.26 , 10.58 , -   ,Nominal,,,, 10.27 , 12.81 , 8.98 , 10.09 , -   , 31.88 , 31.88 , -   , -   , -   , 31.88 , -   , -   , -   , -   , -   
Transport,Airports,Airports,Active Programme,Manchester Airports Group,Stansted Airport Maintenance and Growth Investmen,Programme,Multiple,"Stansted Airport Maintenance and Growth Investment (not including major Transformation Programme). Scheme types include upgrade of baggage systems, maintenance of airfield, other utilities renewals, car park development, vehicle and equipment refreshes, IT infrastructure development etc.",East of England,Central Government/Private,No,Private,2015/16,Various, 215.00 , -   , 40.00 , 35.00 , 35.00 , 30.00 , 40.00 ,Nominal,,,, 40.00 , 34.48 , 33.94 , 28.62 , 38.16 , 97.04 , 135.20 , -   , 97.04 , -   , -   , -   , -   , -   , -   , -   
Transport,Airports,Airports,Active Programme,Manchester Airports Group,Stansted Transformation,Programme,Multiple,"The STN transformation capital spend includes accelerated work to cater for increased passenger projections within Stansted Airport.  Projects include the provision of a new arrivals building, new grade and multi-storey car parking, additional and reconfigured check in areas, new seating and retail offerings and new aircraft stands.",East of England,Central Government/Private,No,Private,2018,Various, 500.00 , -   , 140.00 , 140.00 , 110.00 , 80.00 , 30.00 ,Nominal,,,, 140.00 , 137.91 , 106.68 , 76.32 , 27.95 , 320.91 , 348.86 , -   , 320.91 , -   , -   , -   , -   , -   , -   , -   
Transport,Airports,NATS,Active Programme,NATS,National Air Traffic Services,Programme,Multiple,Investment in air traffic control infrastructure,UK,Central Government/Private,No,Private,2011,2020, 739.00 , -   , 178.00 , 165.00 , 111.00 , -   , -   ,Nominal,,NATS SIP 2017 & company accounts,, 178.00 , 162.53 , 107.65 , -   , -   , 270.18 , 270.18 , 19.46 , 25.31 , 36.50 , 10.75 , 29.56 , 37.22 , 22.74 , 23.90 , 22.22 
Transport,High Speed Rail,High Speed Rail,Planning and Consents,High Speed 2,HS2 - National high speed rail network (phases one and two),Project,1,A new North South Railway for the UK.,England,Central Government,No,Central Government,2017,2033," 55,700.00 "," 55,700.00 "," 1,858.40 "," 2,876.00 "," 4,600.00 "," 4,600.00 "," 40,528.60 ",Nominal,Total funding enevelope is in 2015 Prices. Annual allocations are nominal,DfT High Speed Rail Group,"High Speed 2, the proposed new north-south railway, is a project that has been considered by Parliament through an Act, promoted by Department for Transport, covering Phase One (London to the West Midlands) and will be cosidered by Parliament through hybrid bill"," 1,858.40 "," 2,833.01 "," 4,461.19 "," 4,388.31 "," 38,663.46 "," 11,682.51 "," 50,345.96 "," 1,417.06 ", 10.70 ," 2,546.42 ", -   ," 2,718.72 "," 2,322.38 ", -   ," 1,865.32 ", 801.91 
Transport,Local Authority Transport,Budget 2018,Active Programme,Local Authorities,Local Roads Maintenance Including Potholes,Programme,Multiple,"Investment to local authorities to tackle potholes, repair damaged roads, and invest in keeping bridges open and safe. ",England,Central Government,No,Central Government,Various,Various, 420.00 , 420.00 , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund - Tranche 2A East Midlands,Programme,2,Tranche 2A £75m funding for maintenance and flood mitigation measures,East Midlands,Central Government,No,Central Government/Private,2018,2020, 12.20 , 12.20 , 12.20 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 12.20 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund - Tranche 2A East of England,Programme,2,Tranche 2A £75m funding for maintenance and flood mitigation measures,East of England,Central Government,No,Central Government/Private,2018,2020, 5.92 , 5.92 , 5.92 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 5.92 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund - Tranche 2A North East,Programme,2,Tranche 2A £75m funding for maintenance and flood mitigation measures,North East,Central Government,No,Central Government/Private,2018,2020, 12.00 , 12.00 , 12.00 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 12.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund - Tranche 2A North West,Programme,2,Tranche 2A £75m funding for maintenance and flood mitigation measures,North West,Central Government,No,Central Government/Private,2018,2020, 8.13 , 8.13 , 8.13 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 8.13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund - Tranche 2A South East,Programme,3,Tranche 2A £75m funding for maintenance and flood mitigation measures,South East,Central Government,No,Central Government/Private,2018,2020, 16.97 , 16.97 , 16.97 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 16.97 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund - Tranche 2A South West,Programme,5,Tranche 2A £75m funding for maintenance and flood mitigation measures,South West,Central Government,No,Central Government/Private,2018,2020, 24.02 , 24.02 , 24.02 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 24.02 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund - Tranche 2A West Midlands,Programme,2,Tranche 2A £75m funding for maintenance and flood mitigation measures,West Midlands,Central Government,No,Central Government/Private,2018,2020, 14.13 , 14.13 , 14.13 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 14.13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund - Tranche 2A Yorkshire & Humber,Programme,Multiple,Tranche 2A £75m funding for maintenance and flood mitigation measures,Yorkshire and the Humber,Central Government,No,Central Government/Private,2018,2020, 2.55 , 2.55 , 2.55 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 2.55 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund Tranche 1 - East of England,Programme,3,Tranche 1 £275m funding for maintenance and street lighting,East of England,Central Government,No,Central Government/Private,2015,2018, 30.15 , 30.15 , 12.02 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 12.02 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund Tranche 1 - North East,Programme,3,Tranche 1 £275m funding for maintenance and street lighting,North East,Central Government,No,Central Government/Private,2015,2018, 32.79 , 32.79 , 14.90 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 14.90 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund Tranche 1 - North West,Programme,11,Tranche 1 £275m funding for maintenance and street lighting,North West,Central Government,No,Central Government/Private,2015,2018, 79.73 , 79.73 , 16.17 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 16.17 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund Tranche 1 - South East,Programme,5,Tranche 1 £275m funding for maintenance and street lighting,South East,Central Government,No,Central Government/Private,2015,2018, 70.71 , 70.71 , 26.60 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 26.60 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund Tranche 1 - West Midlands,Programme,3,Tranche 1 £275m funding for maintenance and street lighting,West Midlands,Central Government,No,Central Government/Private,2015,2018, 62.65 , 62.65 , 21.20 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 21.20 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund Tranche 1 - Yorkshire & Humber,Programme,2,Tranche 1 £275m funding for maintenance and street lighting,Yorkshire and the Humber,Central Government,No,Central Government/Private,2015,2018, 21.53 , 21.53 , 6.23 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 6.23 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund Tranche 1- East Midlands,Programme,Multiple,Tranche 1 £275m funding for maintenance and street lighting,East Midlands,Central Government,No,Central Government/Private,2015,2018, 25.11 , 25.11 , -   , -   , -   , -   , -   ,Nominal,,DfT Locals team,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Active Programme,Local Authorities,Challenge Fund Tranche 1- South West,Programme,6,Tranche 1 £275m funding for maintenance and street lighting,South West,Central Government,No,Central Government/Private,2015,2018, 64.44 , 64.44 , 21.20 , -   , -   , -   , -   ,Nominal,,DfT Locals team,, 21.20 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Local Authority Transport,Challenge Fund,Scoping,Local Authorities,Challenge Fund - Tranche 2B England,Programme,Multiple,Tranche 2B funding highways maintenance and innovation,England,Central Government,No,Central Government/Private,2019,2021, 225.00 , 225.00 , -   , 25.00 , 100.00 , 100.00 , -   ,Nominal,,DfT Locals team,, -   , 24.63 , 96.98 , 95.40 , -   , 217.01 , 217.01 , 24.11 , 24.11 , 24.11 , 24.11 , 24.11 , 24.11 , 24.11 , 24.11 , 24.11 
Transport,Local Authority Transport,Highways Maintenance Block Funding,Active Programme,Local Authorities,Highways Maintenance Block Funding (SR10 allocation),Programme,Multiple,"Funding allocated to Medway UA, Bracknell Forest UA, West Berkshire UA, Reading UA, Slough UA, Windsor and Maidenhead UA, Wokingham UA, Milton Keynes UA, Brighton and Hove UA, Portsmouth UA, Southampton UA, Buckinghamshire, East Sussex, Hampshire, Kent, Oxfordshire, Surrey, West Sussex. No information on the number of specific projects to be delivered by the fund.",South East,Central Government,No,Central Government,Various,Various, 777.81 , 777.80 , 132.47 , 119.91 , 119.91 , 119.91 , -   ,Nominal,,DfT Locals team,, 132.47 , 118.11 , 116.29 , 114.39 , -   , 348.79 , 348.79 , -   , -   , -   , -   , -   , 348.79 , -   , -   , -   
Transport,Local Authority Transport,Highways Maintenance Block Funding,Active Programme,Local Authorities,Highways Maintenance Block Funding (SR10 allocation),Programme,Multiple,"Funding allocated to Bath and North East Somerset UA, Bristol, City of UA, North Somerset UA, South Gloucestershire UA, Plymouth UA, Torbay UA, Bournemouth UA, Poole UA, Swindon UA, Cornwall UA, Wiltshire UA, Devon, Dorset, Gloucestershire, Somerset. No information on the number of specific projects to be delivered by the fund.",South West,Central Government,No,Central Government,Various,Various, 846.84 , 846.80 , 144.23 , 130.55 , 130.55 , 130.55 , -   ,Nominal,,DfT Locals team,, 144.23 , 128.60 , 126.61 , 124.54 , -   , 379.75 , 379.75 , -   , -   , -   , -   , -   , -   , 379.75 , -   , -   
